@ID,X.12TH.GENDER,SU Race,X.12TH.FGEN.FLAG,X.12TH.FY.COHORT,X.12TH.TR.COHORT,X.12TH.PELL.FLAG
3335211,M,WHI,,16/FA,,
3352177,F,HIS,,18/FA,,Y
3349522,M,WHI,,18/FA,,Y
3335531,M,WHI,,16/FA,,
3344705,F,WHI,,,18/FA,
3333199,F,AS,,16/FA,,
3350509,M,HIS,Y,18/FA,,Y
3342673,F,WHI,,17/FA,,Y
3343678,M,HIS,,,17/FA,
3338209,F,WHI,,,16/FA,
3340448,F,WHI,,17/FA,,
3334817,F,HIS,,16/FA,,
3326616,M,WHI,,,,
3333057,F,AS,,16/FA,,
3325700,F,HIS,Y,15/FA,,Y
3333627,F,WHI,,,16/SP,
3351333,F,AS,Y,18/FA,,
3352421,M,HIS,,18/FA,,Y
3349580,F,WHI,,18/FA,,
3348717,M,WHI,,18/FA,,Y
3341410,M,WHI,,17/FA,,
2923757,F,WHI,,,,
3342136,F,WHI,,17/FA,,Y
3352204,F,HIS,,,18/FA,Y
3350374,M,WHI,,18/FA,,
3332302,M,WHI,,16/FA,,
3314075,F,WHI,,17/FA,,
3342829,M,WHI,,17/FA,,
3348651,M,WHI,,18/FA,,
3333209,F,HIS,,,17/FA,
3342803,M,WHI,,17/FA,,
3323582,F,WHI,,15/FA,,
3347989,F,WHI,,18/FA,,
3354218,F,HIS,Y,,18/FA,
3333715,F,HIS,,16/FA,,Y
3324329,F,HIS,Y,15/FA,,Y
3341900,F,HIS,,17/FA,,
3348305,F,HIS,,18/FA,,
3333240,M,WHI,,17/FA,,
3341075,M,WHI,,17/FA,,
3348035,F,WHI,,18/FA,,
3341230,F,WHI,,17/FA,,
3331605,F,HIS,,16/FA,,
3332286,F,WHI,,16/FA,,
3332296,F,WHI,,16/FA,,
3333365,M,WHI,,16/FA,,
3342777,M,WHI,,17/FA,,
3350152,M,HIS,,18/FA,,
3350545,M,WHI,,18/FA,,
3349505,F,WHI,,18/FA,,
3332268,F,HIS,,16/FA,,
3350441,M,HIS,,18/FA,,
3347880,M,WHI,,18/FA,,
3352244,M,WHI,Y,18/FA,,
3331439,M,WHI,,18/FA,,
3323060,F,WHI,,15/FA,,
3335577,M,WHI,,16/FA,,
3340063,F,WHI,,17/FA,,
3348942,M,WHI,,18/FA,,
3351733,M,HIS,Y,18/FA,,Y
3340630,F,AS,,17/FA,,
3339473,F,WHI,,17/FA,,
3341723,F,BL,Y,17/FA,,Y
3348915,F,MUL,Y,18/FA,,
3332630,F,WHI,,16/FA,,
3324519,M,WHI,,15/FA,,
3340487,F,WHI,,17/FA,,
3348512,F,WHI,,18/FA,,
3336271,M,WHI,,16/FA,,
3349306,F,WHI,,,18/SP,
3332510,F,WHI,,16/FA,,
3325581,F,WHI,,15/FA,,Y
3339384,M,WHI,,17/FA,,
3344943,F,MUL,,17/FA,,
3314533,F,WHI,,16/FA,,
3339041,F,HIS,,17/FA,,Y
2924087,F,HIS,Y,,,Y
3332685,M,HIS,,16/FA,,
3327569,M,BL,,15/FA,,Y
3350795,F,WHI,,18/FA,,
3350165,M,WHI,,18/FA,,
3350426,M,MUL,,18/FA,,Y
3348386,M,AS,,18/FA,,
3347415,F,WHI,,18/FA,,
3340412,F,HIS,,17/FA,,
3342478,F,HIS,,17/FA,,Y
3354115,M,HIS,,,18/FA,
3340790,M,HIS,Y,17/FA,,
3339980,M,HIS,,17/FA,,
3324605,F,HIS,Y,15/FA,,Y
3323838,F,WHI,,15/FA,,
3350530,F,WHI,Y,18/FA,,Y
3328586,F,WHI,,16/FA,,
3330808,F,HIS,,16/FA,,
3338892,F,HIS,Y,17/FA,,
3331794,M,BL,,16/FA,,
3352314,M,WHI,,18/FA,,
3333536,F,WHI,,16/FA,,
3350169,M,WHI,,18/FA,,
3348990,M,BL,,18/FA,,
3341819,F,WHI,,17/FA,,Y
3340285,F,HIS,,17/FA,,
3334584,F,WHI,,16/FA,,
3350302,M,WHI,,18/FA,,
3343343,F,WHI,Y,17/FA,,
3339969,F,HIS,,17/FA,,Y
3349124,F,HIS,Y,18/FA,,Y
3343863,F,HIS,,17/FA,,Y
3335875,F,HIS,Y,16/FA,,Y
3347000,F,WHI,,18/FA,,
3348254,F,WHI,,18/FA,,
3350456,M,WHI,,18/FA,,
3340643,F,BL,,17/FA,,
3346944,M,WHI,,18/FA,,
3326408,M,WHI,,15/FA,,
3348839,M,BL,,18/FA,,Y
3331406,F,WHI,,16/FA,,
3351475,F,WHI,Y,18/FA,,Y
3333465,F,HIS,,16/FA,,
3333912,F,WHI,,16/FA,,
3353346,M,HIS,Y,18/FA,,
3327270,F,HIS,,15/FA,,
3331826,F,HIS,,16/FA,,
3349589,F,HIS,,18/FA,,
3342586,F,WHI,,17/FA,,
3323763,F,WHI,Y,15/FA,,Y
3350954,M,WHI,,18/FA,,Y
3325626,M,BL,,,,Y
3323701,M,WHI,,15/FA,,
3347544,F,WHI,Y,18/FA,,Y
3347553,M,MUL,Y,,18/FA,Y
3331201,F,WHI,,16/FA,,
3338347,F,WHI,,17/FA,,
3323765,F,HIS,Y,15/FA,,
3350204,F,HIS,Y,18/FA,,Y
3324416,M,HIS,,15/FA,,
3324687,F,HIS,,15/FA,,Y
3334442,F,HIS,,16/FA,,Y
3352300,F,WHI,Y,18/FA,,Y
3339759,F,WHI,Y,,17/SP,Y
3325628,M,WHI,,15/FA,,
3351374,F,HIS,,18/FA,,Y
3329783,M,HIS,,15/FA,,Y
2913350,F,WHI,,18/FA,,
3331543,F,HIS,,16/FA,,
3341587,M,HIS,Y,17/FA,,
3323975,F,HIS,,15/FA,,
3348446,F,AS,,18/FA,,
3336235,F,WHI,,,16/FA,Y
3324609,M,WHI,Y,15/FA,,Y
3351587,F,WHI,,,18/FA,
3332674,M,HIS,,17/FA,,
3349377,F,WHI,,18/FA,,
3324919,M,HIS,Y,,,Y
3348852,M,WHI,,18/FA,,
3333022,M,WHI,,16/FA,,
3322822,M,WHI,,15/FA,,
3347490,F,WHI,,18/FA,,
3339757,F,UNK,,17/FA,,
3335780,M,WHI,,16/FA,,
3347134,F,WHI,,18/FA,,
3348762,F,WHI,,18/FA,,
3339476,F,HIS,,17/FA,,
3321668,F,WHI,,15/FA,,
3347261,M,WHI,,18/FA,,
3325066,F,HIS,,15/FA,,
3323014,F,WHI,,15/FA,,
3352363,F,HIS,,18/FA,,Y
3342165,F,HIS,,17/FA,,Y
3340170,F,HIS,Y,17/FA,,
3333512,M,HIS,,16/FA,,Y
3351266,F,AS,,18/FA,,
3349822,M,WHI,Y,18/FA,,Y
3340241,F,WHI,Y,17/FA,,Y
3302297,F,HIS,Y,18/FA,,Y
3305123,F,HIS,Y,15/FA,,Y
3327734,F,HIS,Y,18/FA,,Y
3351215,F,HIS,,18/FA,,
3331131,M,WHI,,16/FA,,
3350726,M,MUL,,18/FA,,Y
3349916,F,WHI,,18/FA,,
3352684,M,HIS,Y,18/FA,,Y
3332159,M,WHI,,16/FA,,
3349303,M,WHI,,18/FA,,
3325466,F,WHI,,15/FA,,
3349035,F,AS,,18/FA,,
3337650,F,WHI,,,16/FA,
3334376,F,WHI,,16/FA,,
3316612,M,WHI,Y,14/FA,,
3341786,F,WHI,,18/FA,,Y
3336881,M,WHI,,16/FA,,
3347837,M,HIS,,18/FA,,
3349208,M,WHI,,18/FA,,
3350710,F,WHI,,18/FA,,
3323981,F,HIS,,,,Y
3329953,M,WHI,,,15/FA,
3351828,M,WHI,,18/FA,,
3331873,F,HIS,,,16/SP,Y
3333600,M,WHI,,16/FA,,
3333428,F,HIS,,16/FA,,
3328561,F,WHI,,16/FA,,
3342342,M,WHI,,17/FA,,
3346705,F,WHI,,18/FA,,
3340582,M,WHI,,17/FA,,
3326869,F,WHI,,15/FA,,
3323772,M,WHI,,15/FA,,
3307992,F,WHI,,,,Y
3330423,F,WHI,,16/FA,,
3332409,M,WHI,,16/FA,,
3350798,F,AN,,18/FA,,Y
2924090,M,WHI,,15/FA,,
3317169,M,HIS,,14/FA,,
3335529,F,WHI,,16/FA,,
3333548,M,HIS,Y,16/FA,,
3342003,F,WHI,,17/FA,,
3351845,M,BL,,18/FA,,Y
3344188,M,AS,,17/FA,,
3350377,F,WHI,,18/FA,,
3344523,F,WHI,Y,17/FA,,
3342241,M,WHI,,17/FA,,
3347637,M,WHI,,18/FA,,
3341458,M,WHI,Y,17/FA,,
2899672,M,HIS,,18/FA,,
3334999,M,WHI,,,16/FA,Y
1287157,F,WHI,Y,,,
3347226,F,WHI,,18/FA,,
3314023,F,WHI,,15/FA,,
3348480,F,NRA,,18/FA,,
3324118,F,WHI,,15/FA,,
3348752,M,WHI,,18/FA,,
3336077,M,BL,,16/FA,,Y
3349428,F,HIS,,18/FA,,
3323983,F,WHI,,15/FA,,
3333527,F,WHI,,16/FA,,
3324221,F,HIS,Y,15/FA,,Y
3323600,M,WHI,,15/FA,,
3333397,M,WHI,,,,
3339065,M,WHI,,17/FA,,
3333167,F,WHI,,16/FA,,
3340007,F,WHI,,17/FA,,
3326943,F,HIS,,15/FA,,
3333894,F,WHI,,16/FA,,
3322978,M,WHI,,15/FA,,
3343803,M,WHI,Y,17/FA,,
3321893,F,WHI,,15/FA,,
3347129,M,WHI,,18/FA,,
3347236,M,WHI,,18/FA,,
3331804,M,MUL,,16/FA,,
3333194,M,WHI,,16/FA,,Y
3330618,F,WHI,,18/FA,,
3327327,F,WHI,,,15/FA,Y
3331255,M,WHI,,16/FA,,
3347727,M,WHI,,18/FA,,
3349286,M,WHI,,18/FA,,
3347564,F,WHI,Y,18/FA,,Y
2886440,M,MUL,,17/FA,,
3314072,F,WHI,,15/FA,,
3351059,M,WHI,Y,18/FA,,
3342020,M,WHI,,17/FA,,Y
3354513,F,AS,Y,,18/FA,Y
3352313,F,HIS,Y,18/FA,,Y
3334610,F,HIS,,16/FA,,Y
3335242,M,HIS,Y,16/FA,,Y
3326896,F,HIS,Y,15/FA,,Y
3323773,M,WHI,,15/FA,,
3344568,M,WHI,Y,17/FA,,
3335327,M,WHI,,16/FA,,
3340750,F,WHI,,17/FA,,
3344808,F,WHI,Y,,17/FA,Y
3322482,F,HIS,,15/FA,,
3332003,M,WHI,,16/FA,,
3347926,M,WHI,,18/FA,,
3332306,F,WHI,,16/FA,,
3349842,F,UNK,,18/FA,,
3349661,F,WHI,,18/FA,,
3338988,M,WHI,,17/FA,,
3323867,M,WHI,,15/FA,,Y
3338598,F,WHI,,,,
3331790,F,WHI,,16/FA,,
3352395,M,WHI,,,18/FA,
3352229,F,HIS,Y,18/FA,,
3345209,M,UNK,,,17/FA,
3339527,F,HIS,,17/FA,,
3350444,M,WHI,,18/FA,,
3329189,M,WHI,,16/FA,,
3333875,M,BL,,16/FA,,Y
3352267,M,MUL,,18/FA,,Y
3350567,F,MUL,Y,18/FA,,
3348038,M,WHI,,18/FA,,
3343331,M,WHI,Y,17/FA,,
3323016,F,WHI,,15/FA,,
3317230,M,WHI,,14/FA,,
3346840,F,WHI,,18/FA,,
3351323,M,WHI,,18/FA,,Y
3343696,M,WHI,Y,17/FA,,
3333274,M,WHI,,16/FA,,
3349414,F,WHI,,18/FA,,
3347988,F,WHI,,18/FA,,
3348898,F,WHI,,18/FA,,
3334732,F,WHI,Y,16/FA,,Y
3326946,M,MUL,,15/FA,,
3341607,F,WHI,,17/FA,,
3351927,M,HIS,,18/FA,,
3339727,M,HIS,,17/FA,,
3327186,M,MUL,,15/FA,,
3338612,F,WHI,,17/FA,,
3342745,F,NRA,,17/FA,,
3347317,M,WHI,Y,18/FA,,
3349797,M,NRA,,18/FA,,
3341957,M,MUL,,17/FA,,
3322674,M,WHI,Y,15/FA,,
3325510,M,WHI,,,,
3327793,M,AS,,,15/FA,
3326669,M,MUL,,15/FA,,
3323774,F,AS,,15/FA,,
3322366,F,WHI,,15/FA,,
3345571,M,WHI,,17/FA,,Y
3330890,M,HIS,,16/FA,,
3349889,F,WHI,,18/FA,,
2876644,F,WHI,,16/FA,,
2858441,F,WHI,,18/FA,,
3338228,F,WHI,,,16/FA,
3351769,M,WHI,,18/FA,,
3346287,F,WHI,Y,,17/FA,
3349644,F,WHI,Y,18/FA,,Y
3338972,F,WHI,,17/FA,,
3348368,M,WHI,,18/FA,,
2915185,M,WHI,,15/FA,,
3340697,F,WHI,,,18/FA,
3322601,F,MUL,,15/FA,,
3339453,M,WHI,Y,17/FA,,
3342398,F,WHI,,17/FA,,
3322484,F,WHI,Y,,15/SP,Y
3350187,F,WHI,,18/FA,,
3349380,F,WHI,,18/FA,,
3334302,F,BL,,16/FA,,Y
3339480,M,WHI,,17/FA,,
3339524,F,HIS,,17/FA,,
3342678,M,HIS,,17/FA,,
3335845,F,HIS,,16/FA,,
3341597,M,WHI,,,17/SP,
3351112,M,WHI,Y,18/FA,,
3352606,F,AS,,18/FA,,
3348244,M,BL,,18/FA,,
3333290,M,WHI,,16/FA,,
3326837,F,HIS,,15/FA,,Y
3335256,F,HIS,Y,16/FA,,Y
3339627,F,WHI,,17/FA,,
3327217,F,WHI,Y,15/FA,,Y
3347842,F,WHI,,18/FA,,
3339587,F,WHI,,17/FA,,
3351109,M,WHI,,18/FA,,
3324701,F,WHI,,15/FA,,
3348391,F,HIS,,18/FA,,
3349694,F,WHI,,18/FA,,
3350502,F,HIS,Y,18/FA,,
3324340,F,WHI,,15/FA,,
3330427,F,WHI,,16/FA,,Y
3341954,M,WHI,,17/FA,,
3326782,M,WHI,,15/FA,,
3344012,M,WHI,,,17/FA,
3350520,M,HIS,,18/FA,,Y
3347627,F,WHI,,18/FA,,
3324046,M,WHI,,15/FA,,
3342072,F,WHI,,17/FA,,
3333417,F,WHI,,16/FA,,
3325512,M,HIS,,15/FA,,
3333472,M,HIS,,16/FA,,Y
3326562,M,HIS,,15/FA,,
3349635,F,HIS,Y,18/FA,,Y
3342148,M,WHI,,17/FA,,
3353145,F,WHI,,,18/FA,Y
3341051,F,WHI,,17/FA,,
3324425,M,HIS,Y,15/FA,,Y
3332303,F,HIS,Y,16/FA,,
3348609,M,HIS,,18/FA,,
3352488,M,WHI,Y,18/FA,,
3330578,F,WHI,,,,Y
3331706,M,AS,,16/FA,,
3345587,M,WHI,Y,,17/FA,
3345585,F,WHI,,,17/FA,
3339225,M,HIS,,17/FA,,
2829385,F,WHI,,18/FA,,
2999018,M,WHI,,,18/FA,
3332912,F,WHI,,16/FA,,
3351914,M,WHI,,18/FA,,
3352145,F,HIS,,18/FA,,
3332935,F,WHI,,16/FA,,
3332017,M,WHI,,16/FA,,
3347559,M,HIS,,18/FA,,
3343463,F,WHI,Y,17/FA,,
3332852,F,WHI,,16/FA,,
3334888,F,WHI,,16/FA,,
3341784,M,WHI,,17/FA,,
3323781,M,WHI,,15/FA,,
3341426,F,WHI,,17/FA,,Y
3325537,F,AS,,15/FA,,
3326628,M,WHI,,15/FA,,
3347636,F,WHI,Y,,18/SP,Y
3323211,F,WHI,,15/FA,,
3338608,F,WHI,,18/FA,,
3350421,F,WHI,,18/FA,,
3334779,M,UNK,,16/FA,,
3322293,M,WHI,,15/FA,,
3339553,F,WHI,,17/FA,,
3310155,M,WHI,,13/FA,,
3345915,F,WHI,,,18/FA,
3333207,F,WHI,,16/FA,,
3335454,M,WHI,,16/FA,,
3331829,F,WHI,,16/FA,,
3331643,M,WHI,Y,,16/SP,Y
3334736,M,MUL,,16/FA,,Y
3347066,F,WHI,,18/FA,,
3324049,M,WHI,,15/FA,,
2907590,F,BL,,18/FA,,
3339601,F,AS,,17/FA,,
3344918,M,WHI,,17/FA,,
3351858,F,WHI,,,18/FA,
3342190,F,MUL,Y,17/FA,,Y
3342944,M,HIS,,17/FA,,
3331321,M,WHI,Y,16/FA,,
3341738,F,WHI,,17/FA,,
3336330,F,WHI,,16/FA,,
3322433,M,WHI,,15/FA,,
3349787,F,BL,,18/FA,,
3340012,M,WHI,,17/FA,,
3350207,M,NRA,,18/FA,,
2725413,M,WHI,,,,Y
3334653,M,BL,,16/FA,,Y
3342173,M,MUL,Y,17/FA,,Y
3322828,M,WHI,,15/FA,,Y
3333805,M,HIS,,16/FA,,
3348188,F,WHI,,18/FA,,
3348341,F,WHI,,18/FA,,
3333846,M,WHI,,16/FA,,
3344736,M,WHI,,,17/FA,
3352194,M,WHI,,18/FA,,
2897563,F,WHI,,18/FA,,
3353039,M,NRA,,18/FA,,
3338969,M,WHI,,17/FA,,
3321376,F,WHI,,15/FA,,
3350474,M,WHI,,18/FA,,
3350499,M,WHI,,18/FA,,
3324238,F,WHI,,15/FA,,
3339116,M,WHI,Y,17/FA,,Y
3344807,F,WHI,,17/FA,,
3349614,M,HIS,,18/FA,,
3322296,F,WHI,,15/FA,,
3332960,F,WHI,,16/FA,,
3334969,M,WHI,,16/FA,,Y
3325007,M,WHI,,15/FA,,
3350464,F,WHI,Y,18/FA,,
3317789,F,WHI,,14/FA,,
3326527,M,WHI,,15/FA,,
3317871,F,HIS,,15/FA,,
3332479,F,BL,,16/FA,,
3352872,F,WHI,,,18/FA,
3350106,F,WHI,,18/FA,,Y
3334481,M,WHI,,16/FA,,
3324428,F,WHI,,15/FA,,
3331350,M,WHI,,16/FA,,
3344895,F,AS,Y,,17/FA,Y
3341329,M,HIS,,17/FA,,
3330360,M,WHI,Y,16/FA,,Y
3331722,F,WHI,,16/FA,,
3332793,M,WHI,,,17/SP,
3349194,F,HIS,,18/FA,,Y
3348238,F,WHI,Y,18/FA,,
3332784,F,WHI,,16/FA,,
2913491,F,WHI,,15/FA,,
3268728,M,AS,,,,
3351988,M,WHI,,18/FA,,
3345940,M,HIS,,,17/FA,
3330818,M,WHI,,16/FA,,
3346953,M,WHI,,18/FA,,
3331869,F,WHI,,16/FA,,
3349619,M,WHI,,18/FA,,
3332243,M,WHI,,16/FA,,
3348189,M,HIS,Y,18/FA,,Y
3327446,F,WHI,,15/FA,,Y
2834013,F,WHI,,16/FA,,
